ENSEMBL,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSRNOG00000001276,2287.249715,0.730143021,0.172597332,4.230326231,2.33E-05,0.000294618
ENSRNOG00000001277,120.6496861,-24.13213204,3.907092317,-6.176493945,NA,NA
ENSRNOG00000001278,836.1710401,0.190686601,0.211399043,0.902022063,0.367045148,0.554270954
ENSRNOG00000066470,3.598582343,-5.120405093,3.221243635,-1.589573989,0.111930864,0.24330092
ENSRNOG00000037967,778.477568,-0.320985723,0.187989374,-1.707467371,0.087735217,0.203803634
ENSRNOG00000013330,209.2437222,0.393731403,0.351630355,1.119730985,0.262828417,0.443815498
ENSRNOG00000013331,8011.909587,-0.078435232,0.151826665,-0.516610386,0.605428164,0.758765578
ENSRNOG00000013336,588.2273632,-0.256901933,0.271152662,-0.947443891,0.343412635,0.530548782
ENSRNOG00000013334,17.02463436,1.276385803,1.00293197,1.272654418,0.203140699,0.371965619
ENSRNOG00000066473,30.09671269,0.103495551,0.886666742,0.116724295,0.907078537,0.949602333
ENSRNOG00000013339,488.044593,0.684595518,0.28956544,2.364216937,0.018068229,0.060812644
ENSRNOG00000066585,44971.43149,0.428684463,0.235806674,1.817948808,0.069071957,0.170348712
ENSRNOG00000020134,2643.246309,-0.356584004,0.213590668,-1.669473706,0.095023537,0.216108042
ENSRNOG00000066581,1.374121727,0.336615784,2.631915469,0.127897643,0.898229977,NA
ENSRNOG00000014021,2881.627477,0.496456468,0.227874801,2.178636983,0.029358647,0.089115478
ENSRNOG00000014027,2525.615931,0.977323013,0.25516649,3.830138557,0.000128071,0.001177477
ENSRNOG00000014025,6.624221457,0.16619883,2.564972013,0.064795573,0.948336767,0.971997295
ENSRNOG00000014029,720.5203641,-0.184604348,0.256863201,-0.718687407,0.472333544,0.650354966
ENSRNOG00000010733,2576.702454,0.196362296,0.176397546,1.113180427,0.265630947,0.447274342
ENSRNOG00000010731,1080.575605,1.387113246,0.400202992,3.466024173,0.000528216,0.003730897
ENSRNOG00000010730,736.8486269,1.765970707,0.419606125,4.208639006,2.57E-05,0.00031774
ENSRNOG00000010737,5583.759173,-0.115353454,0.176666838,-0.652943448,0.513792737,0.685236421
ENSRNOG00000010736,146.4866515,1.428792291,0.343480594,4.159746767,3.19E-05,0.000380255
ENSRNOG00000010735,2287.007921,0.102065396,0.164992158,0.618607558,0.536174921,0.702599845
ENSRNOG00000038436,3766.487424,0.326788749,0.153784797,2.124974346,0.033588754,0.09880292
ENSRNOG00000037356,480.0234599,-0.010826981,0.315404381,-0.034327301,0.972616155,0.98558297
ENSRNOG00000036760,1411.937909,-0.916148437,0.347017918,-2.640060899,0.008289113,0.032921357
ENSRNOG00000069346,3.649155251,-2.894033017,2.829448798,-1.022825725,0.306390253,0.492438199
ENSRNOG00000069347,46.83941339,1.5650854,0.56416339,2.774170438,0.005534268,0.023901619
ENSRNOG00000069340,1.910326328,-0.667152544,3.83029968,-0.174177636,0.861725861,NA
ENSRNOG00000069341,1.633977446,-3.980241177,3.258352904,-1.221550058,0.221877825,NA
ENSRNOG00000069349,89.23744445,-0.587084954,0.421632735,-1.392408381,0.163798768,0.318471217
ENSRNOG00000055217,2.925828515,0.065220654,2.072635632,0.031467496,0.974896714,NA
ENSRNOG00000045961,284.4268517,0.120001553,0.279180673,0.429834744,0.667315857,0.803191953
ENSRNOG00000016777,2099.386892,-0.161474459,0.167140684,-0.966099071,0.333994609,0.521882213
ENSRNOG00000016776,274.0788894,0.413274196,0.307540468,1.343804278,0.179011686,0.339162921
ENSRNOG00000016770,5033.575172,0.318419721,0.260940344,1.22027785,0.222359564,0.395973516
ENSRNOG00000016773,1348.42614,0.020944484,0.248008786,0.084450574,0.932698199,0.963013583
ENSRNOG00000016779,11641.18347,0.106881019,0.12547086,0.851839376,0.394303248,0.580691025
ENSRNOG00000016778,3235.824939,-0.110951385,0.141434471,-0.784472023,0.432763192,0.615252891
ENSRNOG00000043498,6070.195374,0.428846939,0.151148225,2.837260843,0.004550242,0.020549975
ENSRNOG00000066094,14.2167159,0.410132974,1.395537675,0.293888858,0.768842832,0.869900279
ENSRNOG00000066093,1373.590139,0.069221028,0.179577354,0.385466357,0.699891928,0.822984533
ENSRNOG00000066092,5.640075428,-2.028457708,3.234255389,-0.6271792,0.530541776,0.698334475
ENSRNOG00000017828,29.10560677,-1.765732677,0.846169791,-2.08673566,0.036912036,0.106091023
ENSRNOG00000017829,2270.263693,-0.687475899,0.172284736,-3.990347115,6.60E-05,0.000689285
ENSRNOG00000012850,1066.192938,0.467685259,0.158084212,2.958456461,0.003091839,0.015192923
ENSRNOG00000066091,42.01001089,-0.427751412,0.666967607,-0.641337612,0.521303357,0.691022328
ENSRNOG00000012852,2449.240299,-0.021627697,0.17299364,-0.125020184,0.900507571,0.945202823
ENSRNOG00000012853,2656.348168,0.751014096,0.272296183,2.75807794,0.005814233,0.024847807
ENSRNOG00000017822,16235.50373,0.753290726,0.209820348,3.590170037,0.000330462,0.00253539
ENSRNOG00000017820,531.6123984,-0.540964391,0.573601538,-0.943101361,0.34562906,0.532709825
ENSRNOG00000012858,5.573836577,0.975158608,1.824688526,0.534424695,0.593047737,0.748552361
ENSRNOG00000017824,2913.660505,0.581085083,0.174581923,3.328437866,0.000873345,0.00555426
ENSRNOG00000015088,135.5100556,-1.692987149,1.634357255,-1.035873365,0.300261225,0.486292636
ENSRNOG00000015089,1173.08209,-1.988902439,0.372855011,-5.334251599,9.59E-08,2.78E-06
ENSRNOG00000015082,49.25020652,-1.556157903,0.739317743,-2.104856699,0.035303784,0.102615457
ENSRNOG00000015080,235.7739725,0.286662015,0.27963407,1.025132651,0.305300601,0.491317803
ENSRNOG00000015086,0.639025238,2.98562871,3.983832763,0.749436256,0.453594305,NA
ENSRNOG00000015084,50.89232178,1.756280149,0.577129132,3.043132033,0.002341296,0.01220866
ENSRNOG00000015085,468.994047,0.376525535,0.366451188,1.027491649,0.304189016,0.490479673
ENSRNOG00000013431,881.6809909,0.185514885,0.178700267,1.038134347,0.299207513,0.485264824
ENSRNOG00000022910,4590.328929,-0.092341289,0.318065209,-0.290321879,0.771570002,0.871217447
ENSRNOG00000022911,355.1700978,-0.125342555,0.380839325,-0.32912188,0.742063567,0.851298589
ENSRNOG00000016190,1870.835404,0.320444975,0.165594641,1.935116821,0.052975962,0.139334647
ENSRNOG00000016196,395.799594,0.406945178,0.346723192,1.173688948,0.240519639,0.416983627
ENSRNOG00000016199,1.775659528,0.010074125,3.830189883,0.002630189,0.997901415,NA
ENSRNOG00000046619,1.925433766,0.487881738,3.82218501,0.127644721,0.898430139,NA
ENSRNOG00000042729,2231.508714,1.365282678,0.423161041,3.226390299,0.001253623,0.007424452
ENSRNOG00000042728,5188.016437,0.342018695,0.2076742,1.646900265,0.099578547,0.223596178
ENSRNOG00000042720,2423.820609,0.415371113,0.237346828,1.750059677,0.080108017,0.190324969
ENSRNOG00000042727,16.55890011,-0.263386605,1.310310224,-0.201010875,0.84069007,0.91124749
ENSRNOG00000042726,68.05959076,0.664106415,0.669470076,0.991988198,0.321203282,0.507855013
ENSRNOG00000014845,0.896074939,3.439311326,3.963206378,0.867810302,0.385498189,NA
ENSRNOG00000014844,1582.825043,1.710904923,0.321301363,5.324922706,1.01E-07,2.89E-06
ENSRNOG00000014846,17541.09966,0.732151818,0.239265603,3.059996122,0.002213399,0.011708966
ENSRNOG00000014840,1007.029561,0.064538801,0.176377576,0.365912733,0.714430195,0.832785041
ENSRNOG00000005018,34.39937795,0.852451817,0.809693636,1.052807852,0.292429066,0.477770714
ENSRNOG00000005012,1431.697616,-0.054789171,0.194818032,-0.281232543,0.778532045,0.874960149
ENSRNOG00000005015,2191.838783,-0.031865483,0.159274664,-0.20006624,0.841428776,0.91127683
ENSRNOG00000005016,6107.584587,0.8633375,0.240251956,3.593467099,0.000326307,0.002510691
ENSRNOG00000056174,116.5193609,0.347339013,0.457378962,0.75941187,0.447606215,0.628535998
ENSRNOG00000020683,5002.308142,-0.302708401,0.214403667,-1.411862055,0.157990582,0.310392967
ENSRNOG00000064873,644.6863834,-4.848022122,0.426038012,-11.37931825,5.30E-30,5.85E-27
ENSRNOG00000064872,67.19649611,0.01149581,0.743282431,0.015466274,0.98766019,0.993321499
ENSRNOG00000064877,127.0797394,1.583676043,0.450568723,3.514837944,0.000440022,0.003213139
ENSRNOG00000064875,105.3699408,1.667423099,3.72726043,0.447358893,0.654615951,0.794767624
ENSRNOG00000064874,1.659480472,4.345475589,3.936996061,1.103754111,0.269699816,NA
ENSRNOG00000064879,1.735972182,-0.765633036,3.842408006,-0.199258651,0.842060422,NA
ENSRNOG00000021758,2460.759816,-0.043705765,0.155839161,-0.280454311,0.779128974,0.87526133
ENSRNOG00000021750,11940.05826,0.706262809,0.167793218,4.209126069,2.56E-05,0.000317265
ENSRNOG00000004768,0.548473472,-2.41386951,3.977748466,-0.606843175,0.543954992,NA
ENSRNOG00000050636,2838.151586,0.350217967,0.241596377,1.449599416,0.147170259,0.295184646
ENSRNOG00000004760,937.7637868,0.221982383,0.196047769,1.13228722,0.257513701,0.437477353
ENSRNOG00000004763,11032.93883,-0.411336182,0.215670805,-1.907240907,0.056489399,0.146361022
ENSRNOG00000050630,1435.81004,-0.650101871,0.278809114,-2.331709541,0.019715977,0.065174499
ENSRNOG00000004766,3545.187901,0.492671899,0.145561511,3.384630281,0.000712742,0.004741395
ENSRNOG00000027756,230.9904097,-0.414109168,0.305796962,-1.354196472,0.175673704,0.334764325
ENSRNOG00000013712,2217.32587,-0.611320083,0.158288788,-3.862055496,0.000112437,0.001062886
ENSRNOG00000009222,2730.164382,0.23011687,0.194700179,1.181903743,0.237243897,0.412905001
ENSRNOG00000009220,1084.998298,0.936928261,0.280826095,3.336329059,0.000848926,0.005433938
ENSRNOG00000009227,4798.78138,-0.880755732,0.347399651,-2.535280994,0.011235716,0.041902926
ENSRNOG00000009225,947.525792,0.499215616,0.23969213,2.082736784,0.037275223,0.106873096
ENSRNOG00000009224,2043.145654,0.674054118,0.216294122,3.116377422,0.001830878,0.010047618
ENSRNOG00000059919,1612.899699,0.240888981,0.206288013,1.167731357,0.242915144,0.420011873
ENSRNOG00000059914,2.039981125,-4.30154412,3.009869974,-1.429146162,0.152962228,NA
ENSRNOG00000028250,1402.898366,-0.572679641,0.345297885,-1.658508973,0.097214778,0.219786879
ENSRNOG00000065053,2.750687734,5.070852135,3.47312506,1.460025783,0.144282988,NA
ENSRNOG00000065051,0.896074939,3.439311326,3.963206378,0.867810302,0.385498189,NA
ENSRNOG00000065054,11.19018911,-1.04382402,1.041142977,-1.002575095,0.316065917,0.502482981
ENSRNOG00000065055,90.22623557,-3.50006452,1.906632755,-1.835730825,0.066397477,0.165346362
ENSRNOG00000058359,10124.86182,0.163023283,0.170587757,0.955656406,0.339245854,0.526766495
ENSRNOG00000049937,123.208099,-0.713836299,0.350256391,-2.038039326,0.041546,0.115896673
ENSRNOG00000008642,3169.129374,0.31892825,0.183615956,1.736931027,0.082399346,0.19466029
ENSRNOG00000049931,913.4110016,-0.179866583,0.188554438,-0.953923894,0.340122168,0.527679826
ENSRNOG00000068824,33.27761695,-22.39379137,3.907952299,-5.730313385,NA,NA
ENSRNOG00000068825,854.3212167,0.502761099,0.225185363,2.232654434,0.025571741,0.079655529
ENSRNOG00000068826,6402.709665,-0.373179114,0.170543914,-2.188170214,0.028657206,0.087396099
ENSRNOG00000068820,0.807139599,-2.956428348,3.955640584,-0.747395595,0.454824803,NA
ENSRNOG00000068822,579.9186163,0.715785936,0.258601478,2.767911229,0.005641682,0.024242833
ENSRNOG00000068828,107.3422308,1.71343523,0.483559096,3.543383313,0.000395028,0.002934807
ENSRNOG00000020400,128.1846931,-0.186028688,0.370239371,-0.502455176,0.615347375,0.765404755
ENSRNOG00000020401,1305.488454,0.028168299,0.308638921,0.091266192,0.927281081,0.960219251
ENSRNOG00000020406,4.064911788,2.667343391,2.718991731,0.981004598,0.326590474,0.513776568
ENSRNOG00000020407,10.24400463,-1.430975292,1.863374861,-0.767948158,0.442517985,0.623804824
ENSRNOG00000020409,289.986159,-0.56789759,0.350790286,-1.61890911,0.105466821,0.232972595
ENSRNOG00000062709,1821.654445,1.157028408,0.245587077,4.711275617,2.46E-06,4.48E-05
ENSRNOG00000062702,14.33226801,0.967605731,1.023224474,0.945643654,0.34433037,0.531485519
ENSRNOG00000062701,1.749330489,2.41353244,3.905853771,0.617926984,0.536623471,NA
ENSRNOG00000062707,160.3919795,-1.657272224,0.363327955,-4.561367216,5.08E-06,8.29E-05
ENSRNOG00000023278,1200.617615,0.332711733,0.153625807,2.165728137,0.030331968,0.091383667
ENSRNOG00000023274,502.2031791,-0.286821621,0.252735829,-1.134867272,0.256430934,0.436159802
ENSRNOG00000023271,2474.134363,0.036477878,0.17251034,0.211453282,0.832533583,0.906296271
ENSRNOG00000064052,8.6503884,-3.569236084,1.659425372,-2.150886773,0.031485138,0.094109533
ENSRNOG00000059005,15.20778138,2.181161027,1.768600861,1.233269233,0.217475333,0.390109105
ENSRNOG00000059008,2530.835632,0.281359338,0.212317239,1.325183671,0.18511024,0.347595484
ENSRNOG00000022586,6693.468801,0.619729237,0.211259657,2.933495416,0.003351686,0.016196796
ENSRNOG00000022582,512.5819945,0.229087854,0.218685398,1.047568135,0.294837625,0.480576625
ENSRNOG00000023187,1193.65216,0.436606038,0.200097484,2.181966657,0.029111994,0.088534673
ENSRNOG00000023182,2.997021212,-1.029818669,2.066914416,-0.498239628,0.618315154,NA
ENSRNOG00000023181,1.541786618,0.465045632,3.847126737,0.120881287,0.903785064,NA
ENSRNOG00000060707,3070.36582,1.030748028,0.211758923,4.867554175,1.13E-06,2.29E-05
ENSRNOG00000060701,556.7722013,0.020859514,0.234898726,0.088802159,0.929239142,0.960829711
ENSRNOG00000060703,169.1558387,-1.251930014,0.50103337,-2.498695871,0.012465124,0.045423181
ENSRNOG00000064019,2689.074583,-0.065725393,0.144556831,-0.454668192,0.649347967,0.790624911
ENSRNOG00000064015,618.3543697,1.58208917,0.273845752,5.777300397,7.59E-09,3.14E-07
ENSRNOG00000064014,125.4804384,0.087330657,0.504004303,0.173273634,0.862436347,0.923441543
ENSRNOG00000064017,5.224923477,2.138442968,3.268285795,0.654301093,0.512917842,0.684376201
ENSRNOG00000064011,5.747718208,-3.66905064,1.976233236,-1.856587863,0.063369812,0.159371045
ENSRNOG00000064013,3.319102736,-3.938496059,2.860579841,-1.376817386,0.168568714,NA
ENSRNOG00000064012,28.5687623,-1.114352986,0.936197174,-1.190297319,0.233929554,0.409720445
ENSRNOG00000033499,0.448037469,2.424931924,4.019850365,0.603239351,0.546349473,NA
ENSRNOG00000033498,5687.786502,0.234952252,0.187839221,1.250815729,0.211001715,0.381853306
ENSRNOG00000026936,475.8278609,1.464916348,0.271279708,5.400021839,6.66E-08,2.04E-06
ENSRNOG00000026937,441.248844,-0.372248513,0.408118179,-0.912109609,0.361711021,0.549298109
ENSRNOG00000033490,98.36547779,0.104260472,0.537311853,0.194040893,0.846143862,0.913852895
ENSRNOG00000033496,326.2105871,0.043577038,0.306775162,0.142048783,0.887041473,0.937686746
ENSRNOG00000022636,712.0570115,-0.138676234,0.331383114,-0.418477068,0.67559835,0.808004699
ENSRNOG00000022635,95.843845,-0.273566931,0.673902138,-0.405944596,0.68478331,0.81396419
ENSRNOG00000022631,0.737546876,3.17691708,3.974355375,0.799354054,0.424085144,NA
ENSRNOG00000063543,0.293194863,-1.504336514,4.039041001,-0.372448934,0.709558626,NA
ENSRNOG00000063540,0.319512619,2.009009471,4.05566008,0.495359431,0.620346426,NA
ENSRNOG00000063544,10.31089158,6.975388699,2.038222598,3.422289943,0.000620961,0.004245417
ENSRNOG00000001074,205.2026801,-0.982491945,0.289864146,-3.389491103,0.000700225,0.00467331
ENSRNOG00000001072,222.1629883,0.068357663,0.296467595,0.230573811,0.817645915,0.897866235
ENSRNOG00000001073,345.7823604,0.124531935,0.247130461,0.503911716,0.614323417,0.764757499
ENSRNOG00000001070,4082.399602,-0.030151986,0.140198963,-0.215065684,0.829716108,0.905130963
ENSRNOG00000001071,21.35238748,0.266081208,0.794450478,0.334924851,0.737681775,0.848501265
ENSRNOG00000042426,3117.162112,-0.157120821,0.309749897,-0.507250599,0.611978996,0.763312967
ENSRNOG00000001079,1716.21909,-0.124975742,0.233278308,-0.535736659,0.592140564,0.747954447
ENSRNOG00000065863,1698.693474,0.496138925,0.185003167,2.681786113,0.007323026,0.029926534
ENSRNOG00000065862,4.704992175,1.459158396,1.826823802,0.798740631,0.424440822,0.608000304
ENSRNOG00000065861,2320.259787,0.467164204,0.18424076,2.535618093,0.011224907,0.041870934
ENSRNOG00000065860,2.493863787,-4.588955687,3.605386899,-1.272805337,0.203087127,NA
ENSRNOG00000039725,9.30848414,0.804939056,1.917247475,0.419840979,0.674601627,0.807330573
ENSRNOG00000031532,6.907174605,0.360693817,1.305507911,0.276286198,0.782328256,0.877280532
ENSRNOG00000031533,0.439792295,-2.088652181,3.995490486,-0.522752385,0.601146578,NA
ENSRNOG00000031535,0.293194863,-1.504336514,4.039041001,-0.372448934,0.709558626,NA
ENSRNOG00000031536,94.60719277,-0.4790147,0.583702307,-0.820648975,0.411846243,0.597804342
ENSRNOG00000054324,1.013305483,0.347485484,2.56724373,0.135353523,0.892332369,NA
ENSRNOG00000054326,1.013305483,0.347485484,2.56724373,0.135353523,0.892332369,NA
ENSRNOG00000033451,10.13734733,0.630965107,1.322669506,0.477039127,0.63333426,0.778614196
ENSRNOG00000031397,1.525296268,-3.880027504,3.932610087,-0.986629088,0.323824505,NA
ENSRNOG00000031391,1.232101405,-3.571272629,3.938751827,-0.906701611,0.364564611,NA
ENSRNOG00000031398,5.335711378,-1.203917922,2.089605702,-0.576145978,0.564516516,0.725814211
ENSRNOG00000032844,31226.73706,-1.802058663,0.344159926,-5.236108354,1.64E-07,4.34E-06
ENSRNOG00000032847,15.91507361,0.691690518,1.073326179,0.644436455,0.519292451,0.689556392
ENSRNOG00000032846,352.5799708,0.091957945,0.290224099,0.316851515,0.751356273,0.857870381
ENSRNOG00000049099,318.8969987,0.799190383,0.63014668,1.268260881,0.204704802,0.374155332
ENSRNOG00000006868,7104.867857,-0.618033482,0.197728464,-3.125667737,0.001774019,0.009792833
ENSRNOG00000006864,549.3124668,-0.100651635,0.253196294,-0.397524124,0.690981,0.817673106
ENSRNOG00000006865,18341.28313,-0.663077621,0.189617398,-3.496923963,0.000470656,0.003397191
ENSRNOG00000006867,1113.028169,0.773764307,0.259112913,2.986205121,0.002824631,0.014148559
ENSRNOG00000006860,720.8497093,-0.889034745,0.289242462,-3.073666086,0.00211446,0.01129356
ENSRNOG00000055053,3.744641994,-0.225956193,2.33168477,-0.096906836,0.92280038,0.958065335
ENSRNOG00000070930,618.4356216,-0.905986728,0.222355206,-4.074501981,4.61E-05,0.000515926
ENSRNOG00000055583,3950.35557,-0.180872589,0.224922003,-0.804156935,0.421306346,0.605591235
ENSRNOG00000055582,0.306353741,0.341332316,4.080472857,0.083650187,0.933334564,NA
ENSRNOG00000055581,1.612571747,-3.962002803,3.931187062,-1.007838788,0.313531862,NA
ENSRNOG00000055587,0.296874678,0.341332316,4.080472857,0.083650187,0.933334564,NA
ENSRNOG00000055586,56.99919895,2.09635248,0.758963328,2.762126182,0.005742628,0.024597786
ENSRNOG00000026324,188.026341,0.185480068,0.376776763,0.492281071,0.62252066,0.771178018
ENSRNOG00000003566,8.107928597,2.564274862,2.04637439,1.253081975,0.210175875,0.38072577
ENSRNOG00000003567,1289.836394,0.666324089,0.234758201,2.838342114,0.004534855,0.02049034
ENSRNOG00000040110,2288.235116,-0.405341076,0.16338699,-2.480865066,0.013106398,0.04721019
ENSRNOG00000003562,155.7442957,0.503265333,0.360578685,1.395715704,0.162800123,0.316857715
ENSRNOG00000003563,4209.847608,-0.146658935,0.136562388,-1.07393359,0.282852447,0.467330093
ENSRNOG00000018755,1705.329765,-0.340702935,0.173973439,-1.958361787,0.050187575,0.133857301
ENSRNOG00000018752,1022.782231,0.702220309,0.254366074,2.760668107,0.005768326,0.024685333
ENSRNOG00000026323,164.8232534,0.919603567,0.58331109,1.576523373,0.114905237,0.24775823
ENSRNOG00000033824,483.0050282,-0.867773571,0.284523511,-3.049918685,0.002289033,0.011997295
ENSRNOG00000001847,1136.532355,-0.609228618,0.254995567,-2.389173368,0.016886332,0.057483952
ENSRNOG00000001845,1753.341619,0.442875682,0.187614995,2.360555893,0.018247568,0.061317316
ENSRNOG00000001844,70.79961274,-0.625890789,1.136561623,-0.550687949,0.581847607,0.739831153
ENSRNOG00000001843,2057.104627,0.123120023,0.308735144,0.398788493,0.690049056,0.817118909
ENSRNOG00000001842,1680.937775,0.811977471,0.31377451,2.587773852,0.009659838,0.037162662
ENSRNOG00000001840,16.27065264,0.756317603,1.096629405,0.689674743,0.490398753,0.665705604
ENSRNOG00000052583,1392.116692,-0.717501473,0.252975096,-2.836253383,0.004564622,0.020595099
ENSRNOG00000001849,4748.702343,-0.313864997,0.14013326,-2.239760897,0.02510645,0.07854499
